B&BA1,B&BA2
19664,14183
15816,13250
15791,12626
17362,13562
26089,17961
22355,16280
20858,16396
52509,42744
50038,39935
48660,39806
45001,37135
48863,40472
46993,36542
46191,32778
48754,38156
50544,38234
53099,40148
4269,2856
5618,2303
4732,3215
4074,1900
3351,2809
5324,3809
3113,2025
6397,2785
2208,1935
4721,4204
16892,15501
27558,16243
19076,16772
18512,14610
21892,16186
24616,16646
23713,15725
20667,15765
25133,15463
23739,18897
51972,43630
52881,41481
48374,42332
53926,41580
47968,41725
49526,38706
52145,40689
55891,43853
44173,38878
50856,43711
6127,3584
5945,3040
2828,2402
3369,3089
7117,3716
2578,2354
6497,3432
3931,2166
2755,2348
2439,2370
15642,14059
21211,16281
19389,16391
19113,16788
22882,16833
18544,14908
22363,15807
19115,16459
16099,14250
16969,14022
51965,42168
54172,43670
46744,41431
55669,43649
52864,43970
54207,43185
54121,42464
45133,39681
48733,40206
52976,42086
215,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4148,3262
4427,3918
14310,9619
4912,4531
11964,10970
14119,9009
7603,6477
16912,12995
9321,9099
10783,9462
30438,23900
36375,30340
30377,28356
42337,32796
41728,32829
36605,27288
49083,39912
37311,32542
48717,36313
39857,34010
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3260,2769
14351,12436
4816,4816
6617,6080
19538,10700
6752,6692
8224,8186
6979,5414
7756,7185
7323,7262
36519,28965
35960,31865
35278,31917
50155,36666
45211,35970
44080,36337
51327,39289
29500,27217
44556,35298
48867,38870
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9196,8359
8893,8779
6465,5871
6547,5248
10218,7137
16784,12073
5692,5133
8167,5749
5911,4942
5041,4479
33513,28418
38118,31989
40628,34505
39915,32848
36205,29858
64773,49106
39146,34630
48378,37465
45475,38375
45070,37095
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1933,1410
4035,3428
0,0
0,0
0,0
0,0
184,127
42627,31948
36164,26703
36484,29260
48250,35057
36254,28640
62657,49511
55343,40533
29922,23141
34296,23787
59819,43539
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
500,500
0,0
0,0
0,0
4033,3862
269,1
0,0
2701,2687
3945,3945
6417,6114
23908,21068
32298,25315
35900,27503
45588,37502
42333,34578
40092,29437
21342,16434
44351,35319
47253,37846
35715,27543
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
169,98
10200,8269
196,183
4152,4017
231,0
53,53
0,0
0,0
0,0
0,0
38271,28336
24855,22272
18551,18484
32371,23473
45019,37647
52991,41571
33054,27639
43320,35507
37323,32357
44244,32183
6446,4573
12523,6838
6959,5590
6549,4994
9801,8025
6242,5541
7831,6652
8774,6750
5551,5485
7599,5361
47723,35082
46602,37921
47421,32706
51587,37273
44813,37365
46978,38406
36713,35115
45011,33015
41892,36756
45141,39780
120399,97266
124457,104085
114978,89719
121116,93156
116657,94154
120387,100239
127385,98213
128794,98048
112292,97710
120237,98874
7462,6768
4963,4795
6726,5312
10793,6234
8370,6606
5051,4682
6445,4665
7096,5777
5473,5300
9022,6659
50212,37673
52795,42781
44877,35300
40467,34257
44538,37951
60008,39448
54448,37566
45092,37070
47070,34585
53659,40191
129559,99136
113949,94481
120569,103393
114209,96406
123755,108320
124458,98915
107428,91682
133584,98674
127257,103242
117346,100164
7646,6281
11170,7532
11355,5817
8822,7415
17609,7453
7164,4355
6419,5420
7193,5532
8123,6839
7660,6562
42835,38711
46187,40307
59783,42062
46294,39510
57154,39867
49422,39943
45530,38221
46919,37892
49406,36527
39868,33770
125249,104895
131452,105902
116093,101959
132924,107762
131307,101707
127557,101466
122567,103744
126374,104529
118714,105912
129722,108808
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
22711,17719
10887,10583
13442,12702
6358,6122
8361,7534
18541,12836
13263,12171
10986,10325
16629,16519
17623,15931
105910,80919
93155,77747
104330,72572
84408,68053
100783,83422
90144,77646
89321,80690
130525,96840
87014,74106
111554,82839
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
31589,29259
23639,20883
18717,16665
31093,21115
12606,12549
16325,11876
24891,19123
19750,18265
17533,17321
12606,12459
96004,86980
77985,74019
90956,78762
99599,89011
97326,84628
113909,95262
76922,76706
78476,70882
91698,80864
106426,84712
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
12331,12310
17807,16090
16286,13857
20182,19882
19341,15974
18256,18241
17454,14361
11165,10728
19984,17076
17579,15189
121896,95146
125547,106029
105545,88469
112357,94201
105911,89419
88545,76658
78695,70033
100438,88182
104701,84566
115091,91132
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5883,5883
527,117
3022,2867
6338,5428
0,0
3,0
19298,18206
1976,1976
0,0
0,0
101428,86389
111836,90499
73210,59847
140771,115726
86287,68225
125867,101346
92650,78803
127075,100741
63332,54725
132804,107746
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
603,140
638,638
0,0
0,0
75,75
0,0
3432,2965
103,23
5450,5450
85466,63448
70825,63600
112170,85538
68788,59940
90786,72292
94763,79047
135461,112325
95037,76943
94461,72201
99550,78620
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
21,21
256,256
0,0
0,0
0,0
0,0
0,0
87829,66761
96611,79302
123053,103821
73523,56814
97189,74944
99904,80343
86558,66881
108458,89680
104788,82690
72011,61377
16622,10939
15195,12996
20175,13028
11734,11337
21078,14665
13670,11724
17329,16147
11016,10362
16816,13377
20232,15225
110894,86686
101676,74477
107312,85346
113303,85012
102020,81863
104407,80893
107518,85193
108922,86296
117819,77008
97540,87643
244695,206166
273391,210069
269176,207548
247936,215303
250509,202733
264844,207913
255701,217053
268053,220684
261213,219532
263403,211199
12522,12522
16253,12798
13388,12002
8624,8586
18165,14559
26714,14950
12280,11961
14292,14051
20324,17648
13618,13409
108772,100358
99443,91258
102762,89427
102098,84070
95828,85417
120682,88035
90905,84444
99253,86310
100826,86460
116228,91587
275648,242457
273454,224195
273948,227611
268336,213307
275522,223777
262760,218444
271634,225170
284242,229126
261709,235157
244413,213063
14334,10260
25340,16567
14486,14023
12413,12088
27595,19859
13490,13490
11846,11536
10508,10085
10576,10378
16553,13063
110273,88929
88876,78535
106805,86878
102387,76001
100241,86586
92076,86571
105641,90802
108711,91201
105700,94979
129975,96488
265107,233638
265583,222214
253266,209360
238400,220833
266147,227756
244691,218517
278089,239313
273607,227860
288729,221712
254273,216817
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
17989,17725
29643,29303
24769,23882
27470,26808
23016,22649
31885,19554
43400,43400
38639,30431
33562,33502
39009,39009
210327,173664
227666,206237
188784,178784
221290,183124
181428,166127
226796,199557
260334,205987
186281,163097
207809,178173
220922,181032
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
31632,27925
34127,31192
27344,27306
50335,48641
46493,46245
30733,30576
25095,25095
31543,28369
37133,34941
26318,26318
236992,195483
231346,193660
259684,211428
216552,187479
214406,193270
217035,196690
183247,175073
190991,163986
224316,209132
207279,180062
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
31905,28659
61196,59597
34987,32794
21391,20607
41807,39515
24884,21620
48539,46684
30485,27959
28662,24523
60964,50491
206165,177334
246614,214164
209459,194726
213337,179697
165354,157886
201614,173498
208457,186558
182833,181681
217751,178167
158052,153767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4019,4019
112,34
555,0
0,0
0,0
246,53
0,0
49,7
270086,218929
198982,168913
154983,134731
227407,186574
166085,141458
195020,170715
202992,167538
178183,146751
107586,105639
114362,102613
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
227,227
949,949
0,0
651,407
0,0
0,0
2902,2411
0,0
737,340
187454,154314
225114,176699
212328,173303
245041,190450
152345,129063
149919,129960
132039,117800
119773,105210
215454,169082
189164,149501
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
17,17
0,0
0,0
21,21
0,0
1089,569
288,288
168426,131701
178317,149957
143143,129479
220999,171975
169573,148761
207579,164428
262488,215326
268924,205769
137785,117605
133665,131395
